log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
8210,Users,9346,UPDATE,Old value sample -10,New value sample -673,7714,2026-02-08 19:25:08.133
8211,Fraud_Alerts,9,INSERT,Old value sample -733,New value sample -7,7746,2026-02-08 19:25:08.140
8212,Devices,385,INSERT,Old value sample -958,New value sample 281,9993,2026-02-08 19:25:08.143
8213,Login_History,734,DELETE,Old value sample 63,New value sample 443,1592,2026-02-08 19:25:08.153
8214,Accounts,18836,UPDATE,Old value sample -742,New value sample 764,1358,2026-02-08 19:25:08.160
8215,Fraud_Alerts,1619,DELETE,Old value sample 706,New value sample 198,5103,2026-02-08 19:25:08.167
8216,Devices,4174,INSERT,Old value sample -350,New value sample -946,4678,2026-02-08 19:25:08.173
8217,Accounts,19114,INSERT,Old value sample 473,New value sample -384,7724,2026-02-08 19:25:08.180
8218,Users,6819,INSERT,Old value sample 664,New value sample -540,1822,2026-02-08 19:25:08.187
8219,Devices,3995,UPDATE,Old value sample 543,New value sample -151,5190,2026-02-08 19:25:08.190
8220,Users,9973,INSERT,Old value sample 685,New value sample -137,438,2026-02-08 19:25:08.197
8221,Fraud_Alerts,1920,INSERT,Old value sample -325,New value sample 994,8598,2026-02-08 19:25:08.203
8222,Accounts,15140,INSERT,Old value sample 23,New value sample -514,6936,2026-02-08 19:25:08.210
8223,Accounts,16095,UPDATE,Old value sample -448,New value sample 248,762,2026-02-08 19:25:08.220
8224,Login_History,5968,UPDATE,Old value sample -171,New value sample 904,7374,2026-02-08 19:25:08.230
8225,Devices,1646,DELETE,Old value sample -901,New value sample 306,7582,2026-02-08 19:25:08.240
8226,Accounts,19895,INSERT,Old value sample -15,New value sample 285,1516,2026-02-08 19:25:08.247
8227,Merchants,2398,INSERT,Old value sample -659,New value sample 910,8444,2026-02-08 19:25:08.253
8228,Transactions,2803,INSERT,Old value sample -400,New value sample 845,8962,2026-02-08 19:25:08.263
8229,Accounts,2930,INSERT,Old value sample -929,New value sample -739,3949,2026-02-08 19:25:08.270
8230,Devices,2009,INSERT,Old value sample 751,New value sample 769,1218,2026-02-08 19:25:08.277
8231,Login_History,14776,UPDATE,Old value sample 824,New value sample -315,7916,2026-02-08 19:25:08.290
8232,Users,3049,INSERT,Old value sample 126,New value sample 458,1304,2026-02-08 19:25:08.297
8233,Users,7835,DELETE,Old value sample -105,New value sample 484,5789,2026-02-08 19:25:08.307
8234,Transactions,2472,INSERT,Old value sample 781,New value sample 358,9892,2026-02-08 19:25:08.313
8235,Accounts,22525,UPDATE,Old value sample -553,New value sample 945,9314,2026-02-08 19:25:08.323
8236,Accounts,1869,UPDATE,Old value sample -619,New value sample 157,627,2026-02-08 19:25:08.330
8237,Accounts,13822,UPDATE,Old value sample 680,New value sample 380,9319,2026-02-08 19:25:08.340
8238,Users,3553,DELETE,Old value sample 69,New value sample 890,7170,2026-02-08 19:25:08.353
8239,Users,2168,UPDATE,Old value sample 849,New value sample -648,6534,2026-02-08 19:25:08.360
8240,Merchants,3401,DELETE,Old value sample 85,New value sample -837,129,2026-02-08 19:25:08.367
8241,Devices,565,DELETE,Old value sample -797,New value sample 730,8615,2026-02-08 19:25:08.373
8242,Devices,3171,INSERT,Old value sample -765,New value sample 81,557,2026-02-08 19:25:08.380
8243,Transactions,6051,DELETE,Old value sample 959,New value sample -837,1345,2026-02-08 19:25:08.387
8244,Devices,1292,UPDATE,Old value sample 246,New value sample -836,48,2026-02-08 19:25:08.393
8245,Transactions,5366,INSERT,Old value sample 721,New value sample -673,1884,2026-02-08 19:25:08.400
8246,Accounts,20899,UPDATE,Old value sample -121,New value sample 314,7749,2026-02-08 19:25:08.410
8247,Transactions,3109,INSERT,Old value sample -230,New value sample -281,5200,2026-02-08 19:25:08.417
8248,Login_History,16059,INSERT,Old value sample -827,New value sample -832,4508,2026-02-08 19:25:08.430
8249,Merchants,2900,INSERT,Old value sample 145,New value sample -497,8858,2026-02-08 19:25:08.437
8250,Accounts,20961,UPDATE,Old value sample -429,New value sample -68,5255,2026-02-08 19:25:08.443
8251,Transactions,1142,INSERT,Old value sample -612,New value sample -71,8017,2026-02-08 19:25:08.453
8252,Fraud_Alerts,3586,DELETE,Old value sample 485,New value sample 305,635,2026-02-08 19:25:08.460
8253,Fraud_Alerts,7344,UPDATE,Old value sample 159,New value sample -642,8184,2026-02-08 19:25:08.467
8254,Accounts,15752,UPDATE,Old value sample 900,New value sample 726,6807,2026-02-08 19:25:08.477
8255,Accounts,18242,UPDATE,Old value sample 622,New value sample -833,6673,2026-02-08 19:25:08.483
8256,Transactions,3953,UPDATE,Old value sample 940,New value sample -941,9583,2026-02-08 19:25:08.493
8257,Transactions,9211,DELETE,Old value sample 732,New value sample -741,949,2026-02-08 19:25:08.503
8258,Fraud_Alerts,2012,INSERT,Old value sample -12,New value sample -610,74,2026-02-08 19:25:08.517
8259,Accounts,14510,DELETE,Old value sample 493,New value sample -373,9267,2026-02-08 19:25:08.523
8260,Merchants,3018,DELETE,Old value sample 36,New value sample -876,2264,2026-02-08 19:25:08.530
8261,Devices,2479,INSERT,Old value sample -166,New value sample 303,5333,2026-02-08 19:25:08.537
8262,Login_History,17079,UPDATE,Old value sample 511,New value sample 971,3076,2026-02-08 19:25:08.550
8263,Transactions,9942,UPDATE,Old value sample -289,New value sample -917,7705,2026-02-08 19:25:08.557
8264,Login_History,12780,INSERT,Old value sample 908,New value sample -612,9945,2026-02-08 19:25:08.570
8265,Devices,89,UPDATE,Old value sample 424,New value sample 334,2613,2026-02-08 19:25:08.580
8266,Login_History,3950,DELETE,Old value sample -949,New value sample -840,2672,2026-02-08 19:25:08.590
8267,Fraud_Alerts,5598,INSERT,Old value sample -753,New value sample 384,8940,2026-02-08 19:25:08.600
8268,Login_History,781,DELETE,Old value sample -399,New value sample 107,446,2026-02-08 19:25:08.613
8269,Merchants,498,UPDATE,Old value sample -216,New value sample -974,6852,2026-02-08 19:25:08.620
8270,Fraud_Alerts,3922,UPDATE,Old value sample 605,New value sample -342,841,2026-02-08 19:25:08.627
8271,Merchants,3726,DELETE,Old value sample -654,New value sample 410,3000,2026-02-08 19:25:08.633
8272,Transactions,2732,UPDATE,Old value sample 120,New value sample -256,1534,2026-02-08 19:25:08.640
8273,Login_History,10442,DELETE,Old value sample 190,New value sample -891,7580,2026-02-08 19:25:08.653
8274,Login_History,11647,UPDATE,Old value sample 616,New value sample 95,1766,2026-02-08 19:25:08.667
8275,Users,8494,INSERT,Old value sample -976,New value sample 449,9185,2026-02-08 19:25:08.673
8276,Devices,4536,DELETE,Old value sample 500,New value sample -969,5841,2026-02-08 19:25:08.680
8277,Login_History,3199,UPDATE,Old value sample 471,New value sample -374,7668,2026-02-08 19:25:08.690
8278,Accounts,21042,INSERT,Old value sample -765,New value sample 332,4960,2026-02-08 19:25:08.700
8279,Users,5090,DELETE,Old value sample -961,New value sample 73,7207,2026-02-08 19:25:08.707
8280,Devices,3787,UPDATE,Old value sample -5,New value sample -363,1566,2026-02-08 19:25:08.713
8281,Fraud_Alerts,847,DELETE,Old value sample -92,New value sample -390,8038,2026-02-08 19:25:08.720
8282,Accounts,15039,UPDATE,Old value sample 692,New value sample -274,5367,2026-02-08 19:25:08.730
8283,Users,9034,INSERT,Old value sample -971,New value sample 959,3908,2026-02-08 19:25:08.740
8284,Fraud_Alerts,7475,UPDATE,Old value sample 386,New value sample 123,1064,2026-02-08 19:25:08.747
8285,Accounts,19054,DELETE,Old value sample -801,New value sample 11,6440,2026-02-08 19:25:08.753
8286,Transactions,9068,DELETE,Old value sample -261,New value sample -540,8114,2026-02-08 19:25:08.763
8287,Merchants,251,UPDATE,Old value sample 826,New value sample -697,8996,2026-02-08 19:25:08.770
8288,Users,958,INSERT,Old value sample -243,New value sample 857,9425,2026-02-08 19:25:08.777
8289,Accounts,4812,INSERT,Old value sample -495,New value sample -119,4563,2026-02-08 19:25:08.787
8290,Accounts,17638,INSERT,Old value sample -696,New value sample -878,7159,2026-02-08 19:25:08.793
8291,Devices,4104,INSERT,Old value sample 862,New value sample -717,6843,2026-02-08 19:25:08.800
8292,Devices,3902,DELETE,Old value sample 99,New value sample -270,5930,2026-02-08 19:25:08.807
8293,Transactions,6463,UPDATE,Old value sample -867,New value sample 423,8034,2026-02-08 19:25:08.813
8294,Users,3815,UPDATE,Old value sample -880,New value sample 858,9511,2026-02-08 19:25:08.823
8295,Fraud_Alerts,3318,UPDATE,Old value sample 137,New value sample 437,2966,2026-02-08 19:25:08.830
8296,Users,3266,UPDATE,Old value sample 678,New value sample 331,3874,2026-02-08 19:25:08.840
8297,Fraud_Alerts,5905,INSERT,Old value sample 706,New value sample -273,2300,2026-02-08 19:25:08.847
8298,Accounts,14961,DELETE,Old value sample 302,New value sample -901,4425,2026-02-08 19:25:08.853
8299,Fraud_Alerts,2499,UPDATE,Old value sample -314,New value sample -154,4437,2026-02-08 19:25:08.860
8300,Devices,1163,INSERT,Old value sample -561,New value sample 845,374,2026-02-08 19:25:08.870
8301,Devices,172,UPDATE,Old value sample 240,New value sample -399,3402,2026-02-08 19:25:08.877
8302,Merchants,2610,DELETE,Old value sample 159,New value sample -765,5385,2026-02-08 19:25:08.880
8303,Transactions,9889,INSERT,Old value sample 660,New value sample -214,9341,2026-02-08 19:25:08.890
8304,Transactions,5244,UPDATE,Old value sample -631,New value sample 823,7729,2026-02-08 19:25:08.897
8305,Merchants,1508,UPDATE,Old value sample -196,New value sample 215,7059,2026-02-08 19:25:08.903
8306,Merchants,3381,DELETE,Old value sample -998,New value sample -623,4581,2026-02-08 19:25:08.913
8307,Devices,4512,INSERT,Old value sample -785,New value sample -511,6336,2026-02-08 19:25:08.920
8308,Devices,1571,DELETE,Old value sample 504,New value sample -713,7666,2026-02-08 19:25:08.927
8309,Devices,717,INSERT,Old value sample -539,New value sample -759,788,2026-02-08 19:25:08.933
8310,Merchants,1985,DELETE,Old value sample 7,New value sample 281,3662,2026-02-08 19:25:08.943
8311,Transactions,5773,INSERT,Old value sample 489,New value sample 648,8218,2026-02-08 19:25:09.017
8312,Merchants,1936,UPDATE,Old value sample 620,New value sample -329,52,2026-02-08 19:25:09.030
8313,Accounts,14035,DELETE,Old value sample -658,New value sample 84,9268,2026-02-08 19:25:09.047
8314,Transactions,3219,INSERT,Old value sample -634,New value sample 50,6406,2026-02-08 19:25:09.057
8315,Fraud_Alerts,6524,INSERT,Old value sample -75,New value sample -577,9673,2026-02-08 19:25:09.063
8316,Login_History,7753,DELETE,Old value sample -374,New value sample 292,2074,2026-02-08 19:25:09.077
8317,Merchants,4828,INSERT,Old value sample 365,New value sample 584,9012,2026-02-08 19:25:09.083
8318,Transactions,7128,DELETE,Old value sample -481,New value sample -518,4526,2026-02-08 19:25:09.090
8319,Login_History,14236,INSERT,Old value sample -697,New value sample 589,9396,2026-02-08 19:25:09.100
8320,Login_History,1860,INSERT,Old value sample -704,New value sample 15,1613,2026-02-08 19:25:09.110
8321,Accounts,8878,INSERT,Old value sample 284,New value sample -155,7173,2026-02-08 19:25:09.120
8322,Fraud_Alerts,3214,INSERT,Old value sample 970,New value sample 291,7534,2026-02-08 19:25:09.127
8323,Devices,4296,DELETE,Old value sample -217,New value sample -521,9688,2026-02-08 19:25:09.130
8324,Fraud_Alerts,417,INSERT,Old value sample 99,New value sample -445,8958,2026-02-08 19:25:09.137
8325,Login_History,6604,UPDATE,Old value sample 488,New value sample 128,4419,2026-02-08 19:25:09.150
8326,Accounts,16676,UPDATE,Old value sample 811,New value sample -292,3592,2026-02-08 19:25:09.157
8327,Login_History,454,DELETE,Old value sample -396,New value sample 276,4681,2026-02-08 19:25:09.167
8328,Users,7218,DELETE,Old value sample -911,New value sample 172,7777,2026-02-08 19:25:09.173
8329,Devices,2133,DELETE,Old value sample 123,New value sample -120,4832,2026-02-08 19:25:09.180
8330,Users,1344,INSERT,Old value sample 200,New value sample -699,9250,2026-02-08 19:25:09.187
8331,Fraud_Alerts,2231,UPDATE,Old value sample 445,New value sample 427,6315,2026-02-08 19:25:09.190
8332,Users,2202,INSERT,Old value sample -329,New value sample 86,6300,2026-02-08 19:25:09.197
8333,Merchants,4955,DELETE,Old value sample -340,New value sample 633,3150,2026-02-08 19:25:09.203
8334,Transactions,4693,INSERT,Old value sample 58,New value sample 880,1207,2026-02-08 19:25:09.210
8335,Accounts,14276,INSERT,Old value sample 163,New value sample 150,8711,2026-02-08 19:25:09.217
8336,Transactions,2241,INSERT,Old value sample 772,New value sample -792,8781,2026-02-08 19:25:09.223
8337,Devices,4698,INSERT,Old value sample 790,New value sample 652,7527,2026-02-08 19:25:09.230
8338,Devices,2010,INSERT,Old value sample -914,New value sample 705,2611,2026-02-08 19:25:09.233
8339,Devices,205,UPDATE,Old value sample -151,New value sample 241,2511,2026-02-08 19:25:09.240
8340,Devices,1569,INSERT,Old value sample -525,New value sample 306,2621,2026-02-08 19:25:09.247
8341,Login_History,15585,INSERT,Old value sample -461,New value sample 305,2439,2026-02-08 19:25:09.257
8342,Transactions,1720,INSERT,Old value sample 162,New value sample 868,425,2026-02-08 19:25:09.263
8343,Devices,2638,DELETE,Old value sample -713,New value sample 843,147,2026-02-08 19:25:09.270
8344,Devices,4481,INSERT,Old value sample -114,New value sample 147,2334,2026-02-08 19:25:09.273
8345,Users,1446,DELETE,Old value sample -723,New value sample 409,9079,2026-02-08 19:25:09.280
8346,Fraud_Alerts,5386,INSERT,Old value sample -345,New value sample 448,587,2026-02-08 19:25:09.290
8347,Transactions,5349,UPDATE,Old value sample -101,New value sample -925,5641,2026-02-08 19:25:09.297
8348,Login_History,15107,UPDATE,Old value sample 739,New value sample 656,5895,2026-02-08 19:25:09.310
8349,Transactions,9083,DELETE,Old value sample 96,New value sample -939,4371,2026-02-08 19:25:09.320
8350,Accounts,23640,INSERT,Old value sample 312,New value sample -820,5396,2026-02-08 19:25:09.330
8351,Accounts,13251,INSERT,Old value sample -866,New value sample -870,4069,2026-02-08 19:25:09.340
8352,Devices,520,INSERT,Old value sample -313,New value sample -880,6440,2026-02-08 19:25:09.347
8353,Fraud_Alerts,6090,DELETE,Old value sample -635,New value sample -905,4137,2026-02-08 19:25:09.360
8354,Accounts,21626,INSERT,Old value sample -703,New value sample -35,3363,2026-02-08 19:25:09.370
8355,Login_History,8653,DELETE,Old value sample 337,New value sample -793,1294,2026-02-08 19:25:09.387
8356,Merchants,2756,INSERT,Old value sample -902,New value sample 985,7871,2026-02-08 19:25:09.397
8357,Fraud_Alerts,3320,DELETE,Old value sample -249,New value sample -528,8327,2026-02-08 19:25:09.407
8358,Accounts,15011,INSERT,Old value sample -109,New value sample 714,3282,2026-02-08 19:25:09.417
8359,Fraud_Alerts,7602,DELETE,Old value sample -611,New value sample -136,5039,2026-02-08 19:25:09.427
8360,Users,3593,INSERT,Old value sample 796,New value sample -963,714,2026-02-08 19:25:09.437
8361,Accounts,5735,INSERT,Old value sample 439,New value sample -462,692,2026-02-08 19:25:09.447
8362,Users,1972,DELETE,Old value sample -299,New value sample 583,1276,2026-02-08 19:25:09.457
8363,Devices,3963,DELETE,Old value sample -641,New value sample 853,3275,2026-02-08 19:25:09.463
8364,Users,3899,INSERT,Old value sample 526,New value sample 183,3917,2026-02-08 19:25:09.473
8365,Accounts,17129,INSERT,Old value sample -810,New value sample -98,2180,2026-02-08 19:25:09.480
8366,Merchants,1053,UPDATE,Old value sample -428,New value sample 630,3983,2026-02-08 19:25:09.490
8367,Users,7509,DELETE,Old value sample 921,New value sample -267,1506,2026-02-08 19:25:09.497
8368,Transactions,4574,DELETE,Old value sample 17,New value sample 188,2457,2026-02-08 19:25:09.510
8369,Transactions,6523,UPDATE,Old value sample -415,New value sample 863,5265,2026-02-08 19:25:09.517
8370,Merchants,3200,UPDATE,Old value sample -535,New value sample 629,2835,2026-02-08 19:25:09.527
8371,Devices,637,DELETE,Old value sample 35,New value sample 417,1028,2026-02-08 19:25:09.533
8372,Devices,3582,UPDATE,Old value sample 478,New value sample 264,7735,2026-02-08 19:25:09.540
8373,Accounts,19319,UPDATE,Old value sample 410,New value sample -637,1414,2026-02-08 19:25:09.550
8374,Login_History,2758,UPDATE,Old value sample -785,New value sample 549,5715,2026-02-08 19:25:09.570
8375,Devices,405,DELETE,Old value sample 747,New value sample -502,8093,2026-02-08 19:25:09.577
8376,Merchants,1104,UPDATE,Old value sample -718,New value sample -977,6019,2026-02-08 19:25:09.587
8377,Transactions,9350,UPDATE,Old value sample -30,New value sample 673,2101,2026-02-08 19:25:09.597
8378,Devices,4923,INSERT,Old value sample -479,New value sample 559,2932,2026-02-08 19:25:09.607
8379,Users,4167,INSERT,Old value sample 318,New value sample 666,7836,2026-02-08 19:25:09.617
8380,Transactions,5816,DELETE,Old value sample 977,New value sample 287,2369,2026-02-08 19:25:09.627
8381,Fraud_Alerts,3244,UPDATE,Old value sample 575,New value sample -961,8178,2026-02-08 19:25:09.637
